mmsi,type,type_specific,name,country_iso
227785110,Sailing Vessel,Sailing Vessel,ESCAMP,FR
227784670,Sailing Vessel,Sailing Vessel,BELLE AVENTURE,FR
227783230,Sailing Vessel,Sailing Vessel,ARCHI MED,FR
227781880,Sailing Vessel,Sailing Vessel,COHIBA,FR
227781490,Sailing Vessel,Sailing Vessel,CARPE DIEM,FR
227777950,Sailing Vessel,Sailing Vessel,TAM TAM SOLO SAILOR,FR
227776210,Sailing Vessel,Sailing Vessel,EL CHICO,FR
227775870,Sailing Vessel,Sailing Vessel,CABOCHARD,FR
227775380,Sailing Vessel,Sailing Vessel,LALINEA,FR
227774570,Pleasure Craft,Pleasure Craft,TURTLE,FR
227774460,Sailing Vessel,Sailing Vessel,THAIS 4,FR
227773350,Sailing Vessel,Sailing Vessel,L ESTACA,FR
227771350,Sailing Vessel,Sailing Vessel,YERATEL,FR
227770760,Sailing Vessel,Sailing Vessel,MARKAB,FR
227768940,Sailing Vessel,Sailing Vessel,HADOK,FR
227768110,Sailing Vessel,Sailing Vessel,HERE NUI SOLO SAILOR,FR
227766670,Sailing Vessel,Sailing Vessel,GIFT,FR
227766460,Sailing Vessel,Sailing Vessel,WHYKNOT,FR
227765650,Sailing Vessel,Sailing Vessel,A CUPULATTA,FR
227762720,Pleasure Craft,Pleasure Craft,COTTON,FR
227760190,Sailing Vessel,Sailing Vessel,MARCHER SUR L EAU,FR
227759930,Pleasure Craft,Pleasure Craft,ADELANTE,FR
227759760,Sailing Vessel,Sailing Vessel,ATLANTIS,FR
227757770,Sailing Vessel,Sailing Vessel,ROSS,FR
227756890,Sailing Vessel,Sailing Vessel,BOSSA NOVA,FR
227753860,Pleasure Craft,Pleasure Craft,PETIT PRINCE,FR
227752570,Sailing Vessel,Sailing Vessel,ALPHA CAELI,FR
227746070,Sailing Vessel,Sailing Vessel,WET NOSE,FR
227744820,Sailing Vessel,Sailing Vessel,DELOS,FR
227744470,Pleasure Craft,Pleasure Craft,ARIA,FR
227738490,Pleasure Craft,Pleasure Craft,BABELOU,FR
227738410,Sailing Vessel,Sailing Vessel,LONG JOHN SILVER,FR
227735220,Sailing Vessel,Sailing Vessel,TAINOS,FR
227734920,Sailing Vessel,Sailing Vessel,EREBUS,FR
227733290,Pleasure Craft,Pleasure Craft,O BOFIX,FR
227731940,Pleasure Craft,Pleasure Craft,DUO,FR
227731890,Pleasure Craft,Pleasure Craft,TITA,FR
227731110,Sailing Vessel,Sailing Vessel,ELISA,FR
227729450,Sailing Vessel,Sailing Vessel,RAIATEA,FR
227726960,Pleasure Craft,Pleasure Craft,HINA,FR
227726440,Pleasure Craft,Pleasure Craft,NO QUARTER,FR
227726420,Sailing Vessel,Sailing Vessel,TIPUNCH,FR
227723640,Sailing Vessel,Sailing Vessel,GAIA,FR
227721770,Pleasure Craft,Pleasure Craft,THEOCLARA,FR
227720340,Pleasure Craft,Pleasure Craft,NEREE,FR
227720160,Sailing Vessel,Sailing Vessel,SOCOA,FR
227719250,Pleasure Craft,Pleasure Craft,LINA ROSE,FR
227718040,Pleasure Craft,Pleasure Craft,AVEL VRAS,FR
227717720,Sailing Vessel,Sailing Vessel,SKOULM,FR
227717410,Pleasure Craft,Pleasure Craft,MAYVIAN,FR
227714910,Sailing Vessel,Sailing Vessel,BULLE,FR
227713470,Sailing Vessel,Sailing Vessel,LIBERTY,FR
227712350,Sailing Vessel,Sailing Vessel,STELLA MARIS 3,FR
227710220,Pleasure Craft,Pleasure Craft,BLABLA B,FR
227704860,Sailing Vessel,Sailing Vessel,JEANNE LA CORSAIRE,FR
227704310,Sailing Vessel,Sailing Vessel,EVERBLU2,FR
227703050,Sailing Vessel,Sailing Vessel,FISHEYE,FR
227702740,Sailing Vessel,Sailing Vessel,MOJITO,FR
227702120,Sailing Vessel,Sailing Vessel,ALBATROS,FR
227699910,Pleasure Craft,Pleasure Craft,TATUNCA TOO,FR
227697430,Sailing Vessel,Sailing Vessel,HONEYMOON FR,FR
227693220,Sailing Vessel,Sailing Vessel,COLIBRI,FR
227691660,Sailing Vessel,Sailing Vessel,IVRESSE,FR
227690573,Pleasure Craft,Pleasure Craft,DRIX3,FR
227687370,Sailing Vessel,Sailing Vessel,FLOMAR,FR
227685000,Sailing Vessel,Sailing Vessel,MARY BIRD,FR
227682540,Sailing Vessel,Sailing Vessel,TIBOUT II,FR
227682530,Sailing Vessel,Sailing Vessel,MADRICA,FR
227682210,Sailing Vessel,Sailing Vessel,KETI,FR
227681130,Sailing Vessel,Sailing Vessel,ISALIO 10,FR
227680910,Sailing Vessel,Sailing Vessel,LIFE IS GOOD,FR
227680120,Sailing Vessel,Sailing Vessel,ALIZEE,FR
227677290,Sailing Vessel,Sailing Vessel,YACHUS,FR
227676080,Sailing Vessel,Sailing Vessel,WILLIWAW,FR
227672680,Sailing Vessel,Sailing Vessel,BIANCA,FR
227663920,Sailing Vessel,Sailing Vessel,AURORE,FR
227661770,Sailing Vessel,Sailing Vessel,TENOR,FR
227661670,Pleasure Craft,Pleasure Craft,ANANAHI,FR
227660790,Sailing Vessel,Sailing Vessel,KALINU,FR
227658190,Sailing Vessel,Sailing Vessel,FRYD,FR
227657730,Sailing Vessel,Sailing Vessel,SIRIUS I,FR
227655820,Sailing Vessel,Sailing Vessel,TY GALAAD,FR
227655150,Sailing Vessel,Sailing Vessel,OURGA,FR
227652980,Sailing Vessel,Sailing Vessel,ULTIMO,FR
227650680,Sailing Vessel,Sailing Vessel,EUGENE IV,FR
227648940,Sailing Vessel,Sailing Vessel,TETHYS,FR
227642420,Sailing Vessel,Sailing Vessel,BAM,FR
227641490,Sailing Vessel,Sailing Vessel,SIGOSS SOLO SAILOR,FR
227636780,Sailing Vessel,Sailing Vessel,DIONYSOS,FR
227630880,Fishing,Fishing,CODITREMULLA,FR
227629210,Sailing Vessel,Sailing Vessel,DA VIKEN,FR
227628770,Sailing Vessel,Sailing Vessel,WILLIWAW III,FR
227621490,Sailing Vessel,Sailing Vessel,BICHE DU VENT,FR
227619780,Sailing Vessel,Sailing Vessel,TRAMONTANE,FR
227619590,Fishing,Fishing,NOUVEAU SAINT LOUIS,FR
227617870,Sailing Vessel,Sailing Vessel,TEQUILA,FR
227617550,Sailing Vessel,Sailing Vessel,LADY KARMA IV,FR
227615280,Sailing Vessel,Sailing Vessel,AZUR,FR
227613980,Sailing Vessel,Sailing Vessel,BULLE,FR
227612060,Sailing Vessel,Sailing Vessel,GAMVICK,FR
227611330,Sailing Vessel,Sailing Vessel,T REIX,FR
227610290,Pleasure Craft,Pleasure Craft,LAOUEN,FR
227606530,Pleasure Craft,Pleasure Craft,ALETH,FR
227604370,Sailing Vessel,Sailing Vessel,SANTA MARIA,FR
227603780,Sailing Vessel,Sailing Vessel,MEKTOUB,FR
227603464,Unspecified,Unspecified,QUO VADIS 4,FR
227603463,Unspecified,Unspecified,QUO VADIS 3,FR
227603461,Unspecified,Unspecified,QUOVADIS 1 11.9V,FR
227603460,Unspecified,Unspecified,5 12.2V,FR
227602490,Sailing Vessel,Sailing Vessel,TAO TWO,FR
227600170,Pleasure Craft,Pleasure Craft,GUANAHANI,FR
227599410,Sailing Vessel,Sailing Vessel,AYLA,FR
227599290,Sailing Vessel,Sailing Vessel,ATAO II,FR
227599280,Sailing Vessel,Sailing Vessel,SWING,FR
227597810,Pleasure Craft,Pleasure Craft,PAVANE,FR
227595950,Sailing Vessel,Sailing Vessel,MIGRATOUR SOLOSAILOR,FR
227592150,Sailing Vessel,Sailing Vessel,HOBBY,FR
227592130,Sailing Vessel,Sailing Vessel,MORGAT,FR
227588510,Sailing Vessel,Sailing Vessel,AUBADE,FR
227588170,Sailing Vessel,Sailing Vessel,BLUEMOON,FR
227584550,Sailing Vessel,Sailing Vessel,MATE LEAU,FR
227584090,Sailing Vessel,Sailing Vessel,SUNSHINE,FR
227583220,Sailing Vessel,Sailing Vessel,CHISPA,FR
227580080,Sailing Vessel,Sailing Vessel,FRENCHKISS,FR
227578650,Sailing Vessel,Sailing Vessel,KIKIWI,FR
227578010,Sailing Vessel,Sailing Vessel,LA BOHEME V,FR
227572060,Sailing Vessel,Sailing Vessel,PAO,FR
227569840,Passenger,Passenger,CAPU DORTU,FR
227568390,Sailing Vessel,Sailing Vessel,SPIRIT OF RIO,FR
227568370,Sailing Vessel,Sailing Vessel,MINI EXPLORER,FR
227565870,Pleasure Craft,Pleasure Craft,VITRUVE,FR
227563110,Sailing Vessel,Sailing Vessel,CHICHE,FR
227562590,Sailing Vessel,Sailing Vessel,COMBAWA,FR
227559980,Tug,Tug,RABLE,FR
227558720,Pleasure Craft,Pleasure Craft,MOYO,FR
227557860,Sailing Vessel,Sailing Vessel,TANABATA,FR
227552960,Sailing Vessel,Sailing Vessel,RORQUAL,FR
227551690,Pleasure Craft,Pleasure Craft,IF SOLOSAILOR,FR
227550940,Sailing Vessel,Sailing Vessel,ILENA,FR
227550710,Sailing Vessel,Sailing Vessel,TARA,FR
227549960,Sailing Vessel,Sailing Vessel,FEELING GOOD,FR
227548580,,,,
227547750,Sailing Vessel,Sailing Vessel,EROL,FR
227543020,Sailing Vessel,Sailing Vessel,ANNE DORTE,FR
227539650,Sailing Vessel,Sailing Vessel,LE CLIMAX II,FR
227539130,Sailing Vessel,Sailing Vessel,GRAIN DE SOLEIL,FR
227535970,Sailing Vessel,Sailing Vessel,SUAKIN,FR
227535290,Sailing Vessel,Sailing Vessel,TAO,FR
227535120,Sailing Vessel,Sailing Vessel,MI AMOR,FR
227535070,Sailing Vessel,Sailing Vessel,NOS LIMITES,FR
227534580,Sailing Vessel,Sailing Vessel,BOHEME,FR
227533340,Sailing Vessel,Sailing Vessel,LIKAROS,FR
227532760,Pleasure Craft,Pleasure Craft,TANGALOA,FR
227530540,Sailing Vessel,Sailing Vessel,PRELUDE,FR
227526880,Sailing Vessel,Sailing Vessel,POEREVA,FR
227525730,Pleasure Craft,Pleasure Craft,JOKE,FR
227524850,Pleasure Craft,Pleasure Craft,DUENDE,FR
227521370,Sailing Vessel,Sailing Vessel,HEYOKA,FR
227521150,Sailing Vessel,Sailing Vessel,LADY INN,FR
227517990,Pleasure Craft,Pleasure Craft,DUC IN ALTUM,FR
227517920,Sailing Vessel,Sailing Vessel,WITTOU,FR
227517470,Sailing Vessel,Sailing Vessel,NIMBUS 2,FR
227516430,Pleasure Craft,Pleasure Craft,PRINCES,FR
227516240,Sailing Vessel,Sailing Vessel,ALPAGHJENA,FR
227515460,Pleasure Craft,Pleasure Craft,LYSIE 2,FR
227515380,Sailing Vessel,Sailing Vessel,NJORD2,FR
227511530,Sailing Vessel,Sailing Vessel,EGWE,FR
227507390,Sailing Vessel,Sailing Vessel,LADY G,FR
227502010,Pleasure Craft,Pleasure Craft,EAST,FR
227499650,Pleasure Craft,Pleasure Craft,SVENSKA FLICKA,FR
227499490,Sailing Vessel,Sailing Vessel,RHAPSODIE VI,FR
227498780,Sailing Vessel,Sailing Vessel,TETRIS,FR
227497770,Sailing Vessel,Sailing Vessel,ASINARA,FR
227497740,Sailing Vessel,Sailing Vessel,ALHENA,FR
227496880,Sailing Vessel,Sailing Vessel,JACARE,FR
227496470,Pleasure Craft,Pleasure Craft,ARCHIMEDE,FR
227494570,Sailing Vessel,Sailing Vessel,AURELE,FR
227494510,Sailing Vessel,Sailing Vessel,COULEUR SOLEIL,FR
227493990,Sailing Vessel,Sailing Vessel,MARIQUE V,FR
227492640,Sailing Vessel,Sailing Vessel,MEGALO,FR
227492140,Sailing Vessel,Sailing Vessel,BLUE CHAM II,FR
227492030,Sailing Vessel,Sailing Vessel,ASTREE,FR
227490960,Sailing Vessel,Sailing Vessel,LOU PANTAI,FR
227489790,Pleasure Craft,Pleasure Craft,KARUKERA,FR
227489280,Sailing Vessel,Sailing Vessel,TIKEO2,FR
227489210,Sailing Vessel,Sailing Vessel,LOUSTIC,FR
227488970,Sailing Vessel,Sailing Vessel,M,FR
227488760,Sailing Vessel,Sailing Vessel,AEGINA,FR
227487080,Sailing Vessel,Sailing Vessel,NONNO VELOCE,FR
227485920,Sailing Vessel,Sailing Vessel,AZKENIK,FR
227485550,Pleasure Craft,Pleasure Craft,LAMPAULEVA,FR
227485490,Sailing Vessel,Sailing Vessel,KOF,FR
227483150,Pleasure Craft,Pleasure Craft,GRACE,FR
227482540,Sailing Vessel,Sailing Vessel,AZAD,FR
227481030,Sailing Vessel,Sailing Vessel,EMANOLI,FR
227480510,Sailing Vessel,Sailing Vessel,INVICTUS 2.0,FR
227478490,Sailing Vessel,Sailing Vessel,LIBERTA,FR
227478250,Sailing Vessel,Sailing Vessel,GRAAL,FR
227476890,Pleasure Craft,Pleasure Craft,PTIT MOUSSE 5,FR
227476610,Sailing Vessel,Sailing Vessel,GANESH,FR
227475970,Sailing Vessel,Sailing Vessel,SWEET MELODY,FR
227473260,Sailing Vessel,Sailing Vessel,STEPHEL,FR
227473120,Sailing Vessel,Sailing Vessel,STARLORD,FR
227472180,Sailing Vessel,Sailing Vessel,GATZ,FR
227471890,Sailing Vessel,Sailing Vessel,CALLISTO SOLO SAILOR,FR
227471040,Sailing Vessel,Sailing Vessel,OXYMORE,FR
227470870,Sailing Vessel,Sailing Vessel,LUNA,FR
227469180,Sailing Vessel,Sailing Vessel,OPALE,FR
227469020,Sailing Vessel,Sailing Vessel,SURICATE SOLO SAILOR,FR
227468810,Sailing Vessel,Sailing Vessel,MANUTEA,FR
227468430,Sailing Vessel,Sailing Vessel,LUNA ROSSA,FR
227466590,Sailing Vessel,Sailing Vessel,BAGHEERA,FR
227466550,Sailing Vessel,Sailing Vessel,OVERDOSE PITCHOUNS,FR
227466430,Sailing Vessel,Sailing Vessel,PORTOFINO,FR
227465250,Sailing Vessel,Sailing Vessel,SWELL,FR
227464650,Sailing Vessel,Sailing Vessel,BOO,FR
227464570,Sailing Vessel,Sailing Vessel,CHEYENNE,FR
227463870,Sailing Vessel,Sailing Vessel,OCEAN,FR
227461570,Sailing Vessel,Sailing Vessel,CASAMANCE2,FR
227461540,Sailing Vessel,Sailing Vessel,KERYLOS2,FR
227461070,Sailing Vessel,Sailing Vessel,LAUXANE,FR
227461030,Sailing Vessel,Sailing Vessel,ARCHITEUTHIS,FR
227460920,Sailing Vessel,Sailing Vessel,PURPLE RAIN OPEN,FR
227460830,Sailing Vessel,Sailing Vessel,ICECAN,FR
227460040,Pleasure Craft,Pleasure Craft,ONYX,FR
227457980,Sailing Vessel,Sailing Vessel,MIS CAMP,FR
227456560,Sailing Vessel,Sailing Vessel,LA CONFIANCE,FR
227453280,Pleasure Craft,Pleasure Craft,KEEP COOL,FR
227453230,Sailing Vessel,Sailing Vessel,CHLOE,FR
227452730,Sailing Vessel,Sailing Vessel,LE 8,FR
227452690,Sailing Vessel,Sailing Vessel,TEVAITAU,FR
227452320,Sailing Vessel,Sailing Vessel,ROMAEL,FR
227451410,Pleasure Craft,Pleasure Craft,HELIOS,FR
227450780,Sailing Vessel,Sailing Vessel,OUVATU,FR
227450680,Sailing Vessel,Sailing Vessel,ROOTSIE,FR
227450310,Pleasure Craft,Pleasure Craft,MOONEY,FR
227448030,Sailing Vessel,Sailing Vessel,BAROUD,FR
227447950,Sailing Vessel,Sailing Vessel,CHAPIMAN IIII,FR
227447510,Sailing Vessel,Sailing Vessel,MAHANA,FR
227446840,Sailing Vessel,Sailing Vessel,EDELWEISS,FR
227446680,Sailing Vessel,Sailing Vessel,KETZAL,FR
227446040,Sailing Vessel,Sailing Vessel,THE ROOSTER II,FR
227445820,Sailing Vessel,Sailing Vessel,LORENZ,FR
227444760,Pleasure Craft,Pleasure Craft,CHRISTINE IV,FR
227444490,Sailing Vessel,Sailing Vessel,AMANIOS,FR
227444270,Sailing Vessel,Sailing Vessel,WHISPER,FR
227443550,Sailing Vessel,Sailing Vessel,MALE 2,FR
227443070,Sailing Vessel,Sailing Vessel,FLEUR DE SEL,FR
227442880,Sailing Vessel,Sailing Vessel,BOREE,FR
227441270,Pleasure Craft,Pleasure Craft,AS DE COEUR,FR
227440560,Sailing Vessel,Sailing Vessel,CHARLAUANN,FR
227439620,Sailing Vessel,Sailing Vessel,ZARMAX,FR
227438770,Sailing Vessel,Sailing Vessel,DR NO 2,FR
227437970,Sailing Vessel,Sailing Vessel,QILIN,FR
227437750,Sailing Vessel,Sailing Vessel,ENJOY,FR
227434230,Sailing Vessel,Sailing Vessel,UTOKY,FR
227433950,Sailing Vessel,Sailing Vessel,SAONA,FR
227433520,Sailing Vessel,Sailing Vessel,OH NO RE,FR
227431980,Sailing Vessel,Sailing Vessel,TOTE NIHO,FR
227430410,Sailing Vessel,Sailing Vessel,OLYMP,FR
227430130,Sailing Vessel,Sailing Vessel,HOLOS,FR
227429070,Sailing Vessel,Sailing Vessel,BLUE MAGIC,FR
227429060,Sailing Vessel,Sailing Vessel,FLY 16,FR
227428860,Sailing Vessel,Sailing Vessel,ARCHIBALD,FR
227428850,Pleasure Craft,Pleasure Craft,ASHOKA,FR
227428790,Sailing Vessel,Sailing Vessel,HORIZONS,FR
227428730,Sailing Vessel,Sailing Vessel,TEREMOANA,FR
227428540,Pleasure Craft,Pleasure Craft,ABLETTE,FR
227428210,Sailing Vessel,Sailing Vessel,MEIGE,FR
227426870,Sailing Vessel,Sailing Vessel,TAMATEA,FR
227426210,Sailing Vessel,Sailing Vessel,QUIZAS,FR
227425840,Sailing Vessel,Sailing Vessel,BABEL,FR
227424530,Sailing Vessel,Sailing Vessel,INDIGO,FR
227423920,Sailing Vessel,Sailing Vessel,MINIPOUSS,FR
227423250,Pleasure Craft,Pleasure Craft,IMAGINE,FR
227423030,Pleasure Craft,Pleasure Craft,BABOUN,FR
227421930,Sailing Vessel,Sailing Vessel,VENDYS,FR
227421920,Sailing Vessel,Sailing Vessel,TINO,FR
227420740,Sailing Vessel,Sailing Vessel,SLOUGHI,FR
227418060,Pleasure Craft,Pleasure Craft,LA DOUCE 2,FR
227417780,Sailing Vessel,Sailing Vessel,NINA B,FR
227416710,Sailing Vessel,Sailing Vessel,HEDONE,FR
227415350,Sailing Vessel,Sailing Vessel,MICOTON 7 SOLO,FR
227414490,Pleasure Craft,Pleasure Craft,CHIONE,FR
227414410,Sailing Vessel,Sailing Vessel,TIMKIE II,FR
227414020,Sailing Vessel,Sailing Vessel,RUPELLA,FR
227413620,Sailing Vessel,Sailing Vessel,LINFINITY,FR
227413120,Pleasure Craft,Pleasure Craft,JULIUS V,FR
227412430,Sailing Vessel,Sailing Vessel,STEREDENN VOR III,FR
227412290,Sailing Vessel,Sailing Vessel,MAKOMASTE,FR
227411660,SAR,SAR,SNS 165 CONCA DORU,FR
227411650,Sailing Vessel,Sailing Vessel,PI CO,FR
227410840,Sailing Vessel,Sailing Vessel,LADY L,FR
227409190,Sailing Vessel,Sailing Vessel,FREEDOM,FR
227408710,Pleasure Craft,Pleasure Craft,CYTYC,FR
227408290,Sailing Vessel,Sailing Vessel,AWAI,FR
227407940,Sailing Vessel,Sailing Vessel,TIMIRIS,FR
227407770,Sailing Vessel,Sailing Vessel,SUNRISE,FR
227407270,Sailing Vessel,Sailing Vessel,SOTAVENTO,FR
227404320,Sailing Vessel,Sailing Vessel,VARECH,FR
227403000,Fishing,Fishery Research Vessel,LEUROPE,FR
227402370,Sailing Vessel,Sailing Vessel,IONA II,FR
227402320,Sailing Vessel,Sailing Vessel,PIERRE 1ER,FR
227402140,Pleasure Craft,Pleasure Craft,DIVINE VOLONTE,FR
227401560,Sailing Vessel,Sailing Vessel,MON TOI,FR
227400560,Sailing Vessel,Sailing Vessel,SAN VIJO 2,FR
227397750,Sailing Vessel,Sailing Vessel,KENTHIS,FR
227397140,Sailing Vessel,Sailing Vessel,MAUPITI SC,FR
227397020,Pleasure Craft,Pleasure Craft,MAXIME,FR
227396820,Sailing Vessel,Sailing Vessel,FIVE,FR
227396770,Sailing Vessel,Sailing Vessel,MIMITE,FR
227395270,Pleasure Craft,Pleasure Craft,DELIRIUM,FR
227395150,Pleasure Craft,Pleasure Craft,HATHOR 5,FR
227394350,Sailing Vessel,Sailing Vessel,HAPPY SQUALE,FR
227393050,Sailing Vessel,Sailing Vessel,WOLO,FR
227392370,Sailing Vessel,Sailing Vessel,MOJO,FR
227392140,Sailing Vessel,Sailing Vessel,OONA,FR
227391380,Sailing Vessel,Sailing Vessel,IMAJINE,FR
227388790,Sailing Vessel,Sailing Vessel,CAMBARADA,FR
227387910,Sailing Vessel,Sailing Vessel,KATOL,FR
227387280,Sailing Vessel,Sailing Vessel,ZULU,FR
227385650,Sailing Vessel,Sailing Vessel,SKY FALL,FR
227384850,Pleasure Craft,Pleasure Craft,FANI,FR
227383060,Pleasure Craft,Pleasure Craft,PRINCESS,FR
227382730,Pleasure Craft,Pleasure Craft,TAORA,FR
227382010,Sailing Vessel,Sailing Vessel,MARCO,FR
227381230,Pleasure Craft,Pleasure Craft,LA PETITE SIRENE,FR
227381080,Sailing Vessel,Sailing Vessel,MAZI IV,FR
227381070,Pleasure Craft,Pleasure Craft,LA LICORNE,FR
227380920,Sailing Vessel,Sailing Vessel,PEARL,FR
227379240,Pleasure Craft,Pleasure Craft,ALBATROS,FR
227377530,Sailing Vessel,Sailing Vessel,MELODY,FR
227375710,Sailing Vessel,Sailing Vessel,ALU QUEEN,FR
227373230,Sailing Vessel,Sailing Vessel,MAHINA II,FR
227372280,Sailing Vessel,Sailing Vessel,SISCO 2,FR
227370520,Sailing Vessel,Sailing Vessel,AWAKE,FR
227370150,Sailing Vessel,Sailing Vessel,ONE LIFE 2.2,FR
227368880,Sailing Vessel,Sailing Vessel,STEPH 10,FR
227367610,Sailing Vessel,Sailing Vessel,MADININA,FR
227367250,Sailing Vessel,Sailing Vessel,KERROR,FR
227366860,Sailing Vessel,Sailing Vessel,LA ROYERE,FR
227366590,Sailing Vessel,Sailing Vessel,SUSPIRIA THE REVENGE,FR
227366270,Sailing Vessel,Sailing Vessel,RHAPSODY VI,FR
227365880,Sailing Vessel,Sailing Vessel,ZOU,FR
227364260,Sailing Vessel,Sailing Vessel,KRISMA 2,FR
227364250,Pleasure Craft,Pleasure Craft,NUANCE,FR
227364170,Sailing Vessel,Sailing Vessel,NIBELUNG,FR
227362130,Sailing Vessel,Sailing Vessel,ALBATROS ST,FR
227361350,Sailing Vessel,Sailing Vessel,MICHKA,FR
227357650,Pleasure Craft,Pleasure Craft,BALOU IV,FR
227357250,Sailing Vessel,Sailing Vessel,FIGOLO,FR
227356430,Sailing Vessel,Sailing Vessel,ASILAH,FR
227355730,Sailing Vessel,Sailing Vessel,MASSENZIO,FR
227355510,Sailing Vessel,Sailing Vessel,SOLEDONNA,FR
227354610,Sailing Vessel,Sailing Vessel,PONYO,FR
227354090,Sailing Vessel,Sailing Vessel,LADY JO,FR
227352870,Sailing Vessel,Sailing Vessel,COLIBRI,FR
227352580,Pleasure Craft,Pleasure Craft,FENG SHUE,FR
227349040,Sailing Vessel,Sailing Vessel,WACAP,FR
227348410,Sailing Vessel,Sailing Vessel,WAKAN 2,FR
227347290,Sailing Vessel,Sailing Vessel,AN NOU ALLE,FR
227347050,Sailing Vessel,Sailing Vessel,LA DUCHESSE,FR
227346950,Pleasure Craft,Pleasure Craft,CACHOU,FR
227344550,Sailing Vessel,Sailing Vessel,NEMO,FR
227343580,Sailing Vessel,Sailing Vessel,ATIPIK,FR
227340850,Sailing Vessel,Sailing Vessel,IMAGINE,FR
227339010,Sailing Vessel,Sailing Vessel,JAMES,FR
227338350,Sailing Vessel,Sailing Vessel,LOOPING 3,FR
227337590,Sailing Vessel,Sailing Vessel,EVALUNA,FR
227336720,Sailing Vessel,Sailing Vessel,ESPERANZA 2,FR
227333810,Sailing Vessel,Sailing Vessel,FANTASIO,FR
227330760,Sailing Vessel,Sailing Vessel,NAMI,FR
227330620,Sailing Vessel,Sailing Vessel,THERA,FR
227329360,Sailing Vessel,Sailing Vessel,GRUMPY LEGEND,FR
227328820,Sailing Vessel,Sailing Vessel,ONZE,FR
227328620,Sailing Vessel,Sailing Vessel,LENVOL,FR
227327400,Sailing Vessel,Sailing Vessel,VERSO SUD,FR
227327050,Sailing Vessel,Sailing Vessel,ZAZOU,FR
227326810,Pleasure Craft,Pleasure Craft,HAUMAKA,FR
227324960,Sailing Vessel,Sailing Vessel,OCAP,FR
227323910,Sailing Vessel,Sailing Vessel,RUBRA,FR
227299570,Sailing Vessel,Sailing Vessel,SIR ERNST,FR
227298990,Sailing Vessel,Sailing Vessel,QUATRES II,FR
227298910,Sailing Vessel,Sailing Vessel,ENTREBISES,FR
227298360,Sailing Vessel,Sailing Vessel,POUR LES DEUX,FR
227297990,Sailing Vessel,Sailing Vessel,LAST WHIM 31,FR
227297530,Sailing Vessel,Sailing Vessel,BREIZH ATAO,FR
227297120,Sailing Vessel,Sailing Vessel,FREELANCE,FR
227297000,Reserved,Research or Survey Vessel,THALASSA,FR
227296130,Sailing Vessel,Sailing Vessel,NEVADA,FR
227294950,Sailing Vessel,Sailing Vessel,KRAZADENN,FR
227293540,Pleasure Craft,Pleasure Craft,MAALOULA,FR
227293220,Sailing Vessel,Sailing Vessel,COLOMBRE,FR
227291190,Sailing Vessel,Sailing Vessel,COCO SOLO SAILOR,FR
227290890,Sailing Vessel,Sailing Vessel,ARCHIBALD,FR
227289310,Sailing Vessel,Sailing Vessel,HELLBENDER,FR
227288960,Sailing Vessel,Sailing Vessel,SWING,FR
227288940,Sailing Vessel,Sailing Vessel,IDEFIX,FR
227288780,Sailing Vessel,Sailing Vessel,MARC ANTHO,FR
227288020,Pleasure Craft,Pleasure Craft,TIA MOANA,FR
227286520,Pleasure Craft,Pleasure Craft,PASTAGA,FR
227286080,Sailing Vessel,Sailing Vessel,ALMA,FR
227284060,Pleasure Craft,Pleasure Craft,BREIZH MISTRAL,FR
227283220,Sailing Vessel,Sailing Vessel,ALGOL V,FR
227283210,Sailing Vessel,Sailing Vessel,TINTIN,FR
227281880,Pleasure Craft,Pleasure Craft,IMPERIAL,FR
227280860,Pleasure Craft,Pleasure Craft,JEALICHA,FR
227279640,Pleasure Craft,Pleasure Craft,SOLEANNE II,FR
227278000,Cargo,Ro-Ro Cargo,MN TOUCAN,FR
227276820,Sailing Vessel,Sailing Vessel,MAXIMUM SOLO SAILOR,FR
227276650,Sailing Vessel,Sailing Vessel,HONU ITI,FR
227275560,Sailing Vessel,Sailing Vessel,THAIS,FR
227275540,Pleasure Craft,Pleasure Craft,AMANEI 2,FR
227275430,Sailing Vessel,Sailing Vessel,WIKI,FR
227273510,Sailing Vessel,Sailing Vessel,T T,FR
227273230,Sailing Vessel,Sailing Vessel,TRY,FR
227271580,Sailing Vessel,Sailing Vessel,HARRY POTTER,FR
227269980,Sailing Vessel,Sailing Vessel,BLUE 007,FR
227269490,Sailing Vessel,Sailing Vessel,LADY SKIPPER,FR
227264730,Pleasure Craft,Pleasure Craft,STANEKIA II,FR
227263450,Pleasure Craft,Pleasure Craft,LERO,FR
227260450,Pleasure Craft,Pleasure Craft,MELUSINE,FR
227258910,Sailing Vessel,Sailing Vessel,MARISEE,FR
227254590,Sailing Vessel,Sailing Vessel,LEAFLO,FR
227254020,Sailing Vessel,Sailing Vessel,PEGASE,FR
227253960,Pleasure Craft,Pleasure Craft,PALIKA V,FR
227253180,Sailing Vessel,Sailing Vessel,EOLE,FR
227252990,Sailing Vessel,Sailing Vessel,SOPLEY,FR
227252620,Sailing Vessel,Sailing Vessel,SLIPPER,FR
227251220,Sailing Vessel,Sailing Vessel,BARRACUDA,FR
227248890,Pleasure Craft,Pleasure Craft,SANTA GIULIA,FR
227248260,Sailing Vessel,Sailing Vessel,BICHE,FR
227247670,Sailing Vessel,Sailing Vessel,CARACALLA,FR
227247420,Sailing Vessel,Sailing Vessel,RAGING BEE,FR
