mmsi,type,type_specific,name,country_iso
261002278,Pleasure Craft,Pleasure Craft,MEDEA,PL
261002260,Sailing Vessel,Sailing Vessel,ADAMANT,PL
261002259,Pleasure Craft,Pleasure Craft,CHELINA,PL
261002207,Sailing Vessel,Sailing Vessel,EUFORIA,PL
261002116,Sailing Vessel,Sailing Vessel,KIMUR,PL
261002054,Pleasure Craft,Pleasure Craft,TUARA,PL
261001944,Sailing Vessel,Sailing Vessel,LOSCA,PL
261001789,Sailing Vessel,Sailing Vessel,JEIJEI,PL
261000769,Sailing Vessel,Sailing Vessel,MAR.GRE,PL
261000526,Sailing Vessel,Sailing Vessel,MASAYA,PL
261000512,Sailing Vessel,Sailing Vessel,STEVE GIO,PL
261000407,Sailing Vessel,Sailing Vessel,MIRALE,PL
261000304,Sailing Vessel,Sailing Vessel,MARIA HONUNGSHOST,PL
261000283,Pleasure Craft,Pleasure Craft,HERMIONE,PL
261000101,Sailing Vessel,Sailing Vessel,NORTHERN FLYER,PL
259917000,,,,
259725000,Cargo,General Cargo,STAR HANSA,NO
259523000,Sailing Vessel,Sailing Vessel,NARIIDA,NO
259274000,Cargo,Vehicles Carrier,HOEGH TROTTER,NO
259186000,Passenger,Passenger Ship,VIKING SKY,NO
259147000,Tanker,LNG Tanker,SANTANDER KNUTSEN,NO
259096000,Tanker - Hazard B,Oil or Chemical Tanker,STRINDA,NO
259082000,Tanker - Hazard A (Major),LNG Tanker,RIBERA DEL DUERO KNUTSEN,NO
259079000,,,,
259029000,Cargo,General Cargo,HAVBRIS,NO
259022520,Sailing Vessel,Sailing Vessel,ENIGMA X,NO
259016530,Sailing Vessel,Sailing Vessel,IKIGAI,NO
259001000,Cargo,Vehicles Carrier,MANON,NO
258981000,Cargo,Vehicles Carrier,HOEGH LONDON,NO
258975000,Cargo,Vehicles Carrier,HOEGH JEDDAH,NO
258964000,Cargo,General Cargo,STAR HIDRA,NO
258882000,Cargo,Vehicles Carrier,HOEGH TRADER,NO
258826000,SAR Aircraft,Salvage or Rescue Vessel,GEO BARENTS,NO
258758000,Cargo,Vehicles Carrier,HOEGH SHANGHAI,NO
258703000,,,,
258628000,Cargo,Vehicles Carrier,HOEGH TRACER,NO
258581810,Sailing Vessel,Sailing Vessel,ALBA,NO
258479000,Other,Supply Vessel,OCEAN VIKING,NO
258215000,Passenger,Passenger Ship,VIKING SEA,NO
258121000,Tanker - Hazard B,Oil or Chemical Tanker,FLOYEN,NO
258114000,Cargo,General Cargo,MISJE VERDE,NO
258097000,Cargo,Bulk Carrier,BELSOUTH,NO
258024000,Passenger,Passenger Ship,VIKING SATURN,NO
258022870,Pleasure Craft,Pleasure Craft,HEARTBEAT,NO
258012000,Unspecified,Unspecified,TJELD,NO
257994000,,,,
257991990,Sailing Vessel,Sailing Vessel,KIRRIBILLI 1,NO
257966660,Sailing Vessel,Sailing Vessel,ELVIRA,NO
257903000,Passenger,Passenger Ship,VIKING STAR,NO
257864000,Cargo,Vehicles Carrier,HOEGH TARGET,NO
257850000,Passenger,Passenger Ship,VIKING NEPTUNE,NO
257844000,Cargo,General Cargo,STAR LIMA,NO
257840000,Tanker,Oil or Chemical Tanker,STEN MOSTER,NO
257813000,Cargo,General Cargo,WILSON PORI,NO
257800000,Passenger,Passenger Ship,VIKING MARS,NO
257755000,Cargo,General Cargo,WILSON HANSA,NO
257713000,Cargo,Vehicles Carrier,HOEGH TRIDENT,NO
257712000,Cargo,Vehicles Carrier,HOEGH TRANSPORTER,NO
257710000,,,,
257698000,Cargo,General Cargo,WILSON NANTES,NO
257635000,Tanker,Oil or Chemical Tanker,TRANS EXETER,NO
257615000,Cargo,General Cargo,STAR ISFJORD,NO
257583000,Cargo,Multi Purpose Offshore Vessel,NORMAND INSTALLER,NO
257575000,Tanker,LNG Tanker,TRAIANO KNUTSEN,NO
257552000,Passenger,Passenger Ship,VIKING VENUS,NO
257546000,Cargo,General Cargo,WILSON PARNU,NO
257534000,Cargo,Cargo or Containership,INVENTANA,NO
257527000,Cargo,Cargo or Containership,IKEBANA,NO
257515000,Cargo,Cargo or Containership,PROVIDANA,NO
257457000,Cargo,Cargo or Containership,STAR KINN,NO
257424000,Cargo,General Cargo,STAR ISTIND,NO
257409000,Tanker - Hazard D (Recognizable),Oil or Chemical Tanker,FINNSTRAUM,NO
257408000,Cargo,Vehicles Carrier,HOEGH TOKYO,NO
257365000,Cargo,General Cargo,STAR MAJESTY,NO
257328000,Cargo,General Cargo,STAR JUVENTAS,NO
257120220,Sailing Vessel,Sailing Vessel,ANANDA,NO
257087000,Tanker,Oil or Chemical Tanker,DAMSGAARD,NO
257058920,Passenger,Passenger Ship,VIKING JUPITER,NO
257031550,,,,
256996000,Tanker - Hazard B,Oil or Chemical Tanker,W WEST,MT
256990000,Pleasure Craft,Yacht,SMILING T,MT
256891000,Cargo,General Cargo,AMISOS,MT
256871000,Cargo - Hazard A (Major),Container Ship,MSC ATHOS,
256822000,Pleasure Craft,Pleasure Craft,AWESOME II,MT
256820000,Cargo,Bulk Carrier,ARCADIA,MT
256815000,Tanker,Oil or Chemical Tanker,BOMAR CERES,MT
256810000,Pleasure Craft,Yacht,BANG,MT
256803000,Pleasure Craft,Yacht,LOTUS,MT
256802000,Tanker - Hazard B,Oil or Chemical Tanker,CHEMICAL MASTER,MT
256789000,Pleasure Craft,Yacht,LEOPARD,MT
256784000,Tanker,Oil or Chemical Tanker,BOMAR MARS,MT
256736000,Other,Yacht,NINA J,MT
256714000,Tanker,Oil or Chemical Tanker,MED NORDIC,MT
256705000,,,,
256704000,Passenger,Passenger,MEGA REGINA,MT
256702000,Tanker - Hazard A (Major),Crude Oil Tanker,SEASTAR,MT
256698000,Pleasure Craft,Yacht,QUANTUM H,MT
256677000,Pleasure Craft,Pleasure Craft,BARTENDER,MT
256652000,Tanker,Oil or Chemical Tanker,ECOGLORY,MT
256649000,Cargo - Hazard C (Minor),Container Ship,ALLEGRI,MT
256601000,,,X-PRESS VESUVIO,
256593000,Pleasure Craft,Yacht,MR.T,MT
256585000,Tanker,Oil or Chemical Tanker,W NORTH,MT
256575000,Cargo,Vehicles Carrier,NEPTUNE HELLAS,MT
256565000,Cargo - Hazard A (Major),Ro-Ro Cargo,SEVERINE,MT
256564000,Cargo,Ro-Ro Cargo,CAPUCINE,MT
256549000,Tanker,Oil or Chemical Tanker,TRANS CHEMICA,MT
256546000,Other,Yacht,5G,MT
256541000,Tanker,Oil or Chemical Tanker,BOMAR MERCURY,MT
256540000,Pleasure Craft,Pleasure Craft,APOLLO 99,MT
256539000,Pleasure Craft,Yacht,ROSE DOR,MT
256529000,,,,
256517000,Pleasure Craft,Yacht,KASPER 7,MT
256513000,Pleasure Craft,Pleasure Craft,XO OF THE SEAS,MT
256509000,Pleasure Craft,Pleasure Craft,OREOS,MT
256506000,Sailing Vessel,Sailing Vessel,YGO,MT
256497000,Pleasure Craft,Yacht,OCEANBIRD,MT
256494000,Cargo,General Cargo,SIENNA,MT
256486000,Cargo - Hazard A (Major),Container Ship,IZMIT EXPRESS,MT
256482000,Cargo,Container Ship,CMA CGM EXCELLENCE,MT
256479000,Pleasure Craft,Pleasure Craft,SECRETO,MT
256478000,Cargo,General Cargo,REBECCA,MT
256470000,Other,Sailing Vessel,SHAMANNA,MT
256466000,Pleasure Craft,Yacht,ALFA G,MT
256446000,Tanker,Oil or Chemical Tanker,JUTLANDIA SWAN,MT
256442000,Tanker,Oil or Chemical Tanker,NQ VICTORIA,MT
256440000,Tanker - Hazard A (Major),Crude Oil Tanker,SEASPRITE,MT
256439000,Tanker - Hazard A (Major),Crude Oil Tanker,SEAVOYAGER,MT
256438000,Tanker,Oil or Chemical Tanker,ILHAN BAYRAK,MT
256436000,Passenger,Passenger Ship,ARTEMIS,MT
256432000,Cargo - Hazard A (Major),Container Ship,A.OBELIX,MT
256429000,Pleasure Craft,Yacht,LA LA LAND,MT
256424000,Passenger,Passenger Ship,ATHENA,MT
256412000,Passenger,"Inland, Passenger Ship, Ferry, Cruise ship",VISTA FLAMENCO,MT
256402000,Cargo,Bulk Carrier,SATURNIA,MT
256398000,Tanker,Oil or Chemical Tanker,YM JUPITER,MT
256392000,Tanker - Hazard A (Major),Oil or Chemical Tanker,QUARTZ,MT
256391000,Tanker - Hazard A (Major),Oil or Chemical Tanker,RED GARNET,MT
256387000,Cargo,General Cargo,GANDA,MT
256373000,Pleasure Craft,Yacht,LUCKY US,MT
256364000,Sailing Vessel,Sailing Vessel,DON CHRIS,MT
256359000,Tanker,Chemical Tanker,HISTRIA AGATA,MT
256355000,Pleasure Craft,Pleasure Craft,CAT TUA,MT
256349000,Tanker,Oil Products Tanker,STELLATA,MT
256340000,Cargo - Hazard B,Oil or Chemical Tanker,CHEMICAL HUNTER,MT
256334000,Cargo,Bulk Carrier,APAGEON,MT
256325000,Tanker,Oil or Chemical Tanker,SONGA POLARIS,MT
256318000,Cargo - Hazard A (Major),Container Ship,SINE A,MT
256286000,Tanker,Chemical Tanker,HISTRIA IVORY,MT
256278000,Tanker,LNG Tanker,WILPRIDE,MT
256275000,,,,
256274000,Cargo,Ro-Ro Cargo,VICTORINE,MT
256258000,Sailing Vessel,Sailing Vessel,NAOMI 1,MT
256257000,Tanker,Oil or Chemical Tanker,ALTAY,MT
256251000,Tanker,Oil or Chemical Tanker,CHEMICAL MARINER,MT
256236000,Passenger,Yacht,SMOOTH OPERATOR,MT
256224000,Pleasure Craft,Yacht,LEONARDO III,MT
256220000,Tanker - Hazard A (Major),Oil or Chemical Tanker,MARINA M,MT
256216000,Passenger,Passenger Ship,AZAMARA QUEST,MT
256210000,Tanker,Oil or Chemical Tanker,MARVEA,MT
256204000,Passenger,Passenger Ship,AZAMARA JOURNEY,MT
256199000,Tanker - Hazard A (Major),Oil or Chemical Tanker,TIGER EYE,MT
256194000,Pleasure Craft,Pleasure Craft,NYUMBA GT,MT
256188000,Other,Other,TATIANA 1,MT
256172000,Cargo,Container Ship,MSC CORUNA,MT
256171000,Cargo - Hazard A (Major),Container Ship,CMA CGM VITORIA,MT
256166000,Pleasure Craft,Yacht,OLION,MT
256161000,Cargo,General Cargo,NORMA,MT
256160000,Tanker,Oil or Chemical Tanker,CHEMICAL CHALLENGER,MT
256154000,Tanker,Oil or Chemical Tanker,CHEMICAL LUNA,MT
256152000,Pleasure Craft,Yacht,SANCTUARY,MT
256151000,Cargo - Hazard A (Major),Container Ship,MSC MADRID,MT
256131000,Pleasure Craft,Pleasure Craft,MARTITA,MT
256096000,Tanker - Hazard B,Oil or Chemical Tanker,ALEYNA MERCAN,MT
256094000,Pleasure Craft,Pleasure Craft,PARIS,MT
256091000,Pleasure Craft,Pleasure Craft,MYSTERE,MT
256090000,Pleasure Craft,Yacht,PAMELA V,MT
256084000,Passenger,Passenger Ship,SEA CLOUD,MT
256077000,Tanker,Oil or Chemical Tanker,PORTARIA,MT
256073000,Sailing Vessel,Yacht,TIARA,MT
256070000,Passenger,Passenger Ship,MSC WORLD EUROPA,MT
256067000,Pleasure Craft,Pleasure Craft,WAVE,MT
256065000,Pleasure Craft,Yacht,RH THREE,MT
256057000,Pleasure Craft,Pleasure Craft,WHY 200,MT
256055000,Pleasure Craft,Pleasure Craft,EDEN I,MT
256049000,Cargo,Ro-Ro Cargo,NEPTUNE THELISIS,MT
256042000,Cargo - Hazard A (Major),Container Ship,EMMA A,MT
256040000,Sailing Vessel,Sailing Vessel,STARFALL,MT
256032000,Pleasure Craft,Yacht,YALLA,MT
256030000,Pleasure Craft,Yacht,EH2,MT
256027000,Passenger,Yacht,SOUNION II,MT
256022000,Cargo,Container Ship,CMA CGM ABIDJAN,MT
256012000,,,,
256010000,Cargo,Vehicles Carrier,NEPTUNE KALLOS,MT
256009000,Pleasure Craft,Houseboat,MY LES BRUXELLOIS,MT
256005000,Sailing Vessel,Sailing Vessel,RED DRAGON,MT
256003583,Sailing Vessel,Sailing Vessel,SOLITUDE,MT
256003540,Pleasure Craft,Pleasure Craft,ZETA,MT
256003333,Sailing Vessel,Sailing Vessel,GOZO DREAM,MT
256003320,Pleasure Craft,Pleasure Craft,NIDO,MT
256003299,Pleasure Craft,Pleasure Craft,CAPRICHO VII,MT
256003289,Pleasure Craft,Pleasure Craft,ASAHI,MT
256003274,Sailing Vessel,Sailing Vessel,PARATI,MT
256003261,Pleasure Craft,Pleasure Craft,BULLITTPROOF,MT
256003253,Sailing Vessel,Sailing Vessel,SHOCKWAVE 3,MT
256003246,Pleasure Craft,Pleasure Craft,B235,MT
256003188,Pleasure Craft,Pleasure Craft,VENTUNO,MT
256003164,Pleasure Craft,Pleasure Craft,BURAN,MT
256003149,Pleasure Craft,Pleasure Craft,MIDNIGHT SAGA XII,MT
256003138,Pleasure Craft,Pleasure Craft,LHIPPOCAMPE,MT
256003130,Pleasure Craft,Pleasure Craft,BILLY BUDD,MT
256003111,Pleasure Craft,Pleasure Craft,NIXTUN,MT
256003056,Pleasure Craft,Pleasure Craft,CASCADE I,MT
256003031,Pleasure Craft,Pleasure Craft,LA,MT
256002930,Pleasure Craft,Pleasure Craft,MABELLE I,MT
256002915,Pleasure Craft,Pleasure Craft,N2H2,MT
256002868,Sailing Vessel,Sailing Vessel,HARMONIA,MT
256002853,Sailing Vessel,Yacht,NILAYA,MT
256002833,Pleasure Craft,Pleasure Craft,GIO4,MT
256002830,Sailing Vessel,Sailing Vessel,BALAFUFANA,MT
256002803,Pleasure Craft,Pleasure Craft,FALKOR,MT
256002799,Pleasure Craft,Pleasure Craft,LA PAUSA,MT
256002779,Sailing Vessel,Sailing Vessel,FIFTYFIFTY II,MT
256002768,Pleasure Craft,Pleasure Craft,SOKNY,MT
256002721,Pleasure Craft,Pleasure Craft,AM,MT
256002693,Pleasure Craft,Pleasure Craft,ARADOS TOO,MT
256002687,Pleasure Craft,Pleasure Craft,GLASAX,MT
256002667,Pleasure Craft,Pleasure Craft,MASCARADE,MT
256002661,Sailing Vessel,Sailing Vessel,NEW ZEALAND ENDEAVOU,MT
256002649,Pleasure Craft,Pleasure Craft,MY WAY,MT
256002647,Pleasure Craft,Pleasure Craft,WIZARD ONE,MT
256002645,Sailing Vessel,Sailing Vessel,GLORY,MT
256002624,Sailing Vessel,Sailing Vessel,GREYB,MT
256002594,Pleasure Craft,Pleasure Craft,OP,MT
256002572,Sailing Vessel,Sailing Vessel,MY SONG,MT
256002561,Sailing Vessel,Sailing Vessel,GRILLO PARLANTE,MT
256002547,Pleasure Craft,Pleasure Craft,WICKED PLAY,MT
256002530,Pleasure Craft,Pleasure Craft,PURO X,MT
256002500,Pleasure Craft,Pleasure Craft,EBONY2,MT
256002487,Sailing Vessel,Sailing Vessel,BULLITT,MT
256002479,Pleasure Craft,Pleasure Craft,KRISTO,MT
256002278,Pleasure Craft,Pleasure Craft,SKYLINE,MT
256002205,Sailing Vessel,Sailing Vessel,OTRA VEZ,MT
256002172,Pleasure Craft,Pleasure Craft,PETRINIMA,MT
256002146,Pleasure Craft,Pleasure Craft,LITTLE LADY TRUDY,MT
256002126,Pleasure Craft,Pleasure Craft,SPRITZ ONE,MT
256002115,,,,
256002099,Pleasure Craft,Pleasure Craft,ALHAMBRA I,MT
256002089,Sailing Vessel,Sailing Vessel,FRIDAY,MT
256002085,Pleasure Craft,Pleasure Craft,AMORE I,MT
256002077,Pleasure Craft,Pleasure Craft,GIGI OF LYMINGTON,MT
256002059,Pleasure Craft,Pleasure Craft,MY SANDRO,MT
256002044,Pleasure Craft,Pleasure Craft,ROMY ONE,MT
256002029,Pleasure Craft,Pleasure Craft,ANNAMO,MT
256002023,Pleasure Craft,Pleasure Craft,ESPINOLA,MT
256001841,Pleasure Craft,Pleasure Craft,LORA,MT
256001825,Sailing Vessel,Sailing Vessel,OKEANOS,MT
256001809,Pleasure Craft,Pleasure Craft,CALM,MT
256001808,Pleasure Craft,Pleasure Craft,M FOREVER,MT
256001719,Pleasure Craft,Pleasure Craft,FOFTEIN STAR,MT
256001710,Pleasure Craft,Pleasure Craft,CORSER 2,MT
256001698,Isolated Danger,Isolated Danger,SURVIVOR 2,MT
256001688,Pleasure Craft,Pleasure Craft,CEFEA,MT
256001573,Pleasure Craft,Pleasure Craft,DIANA II,MT
256001555,Sailing Vessel,Sailing Vessel,LISA OF THE SEAS,MT
256001551,Pleasure Craft,Pleasure Craft,HAZE,MT
256001539,Pleasure Craft,Pleasure Craft,CAOZ 14 T1,MT
256001533,Sailing Vessel,Sailing Vessel,DRIFTER CUBE,MT
256001532,Pleasure Craft,Pleasure Craft,ALINA MARIA II,MT
256001438,Sailing Vessel,Sailing Vessel,SKYE,MT
256001321,Pleasure Craft,Pleasure Craft,NOWHERE NOWHERE,MT
256001291,Pleasure Craft,Pleasure Craft,PHANTOM,MT
256001258,Pleasure Craft,Pleasure Craft,MYASTREA,MT
256001197,,,,
256001168,Pleasure Craft,Pleasure Craft,ANA TOO,MT
256001165,Sailing Vessel,Sailing Vessel,ARTIE III,MT
256001151,Sailing Vessel,Sailing Vessel,HAROMI,MT
256001065,Sailing Vessel,Sailing Vessel,FROM NOW ON,MT
256001055,Pleasure Craft,Pleasure Craft,WILDONE,MT
256001021,Pleasure Craft,Pleasure Craft,MORGANA BLU,MT
256000826,Pleasure Craft,Pleasure Craft,B.BLOND IV,MT
256000532,Sailing Vessel,Sailing Vessel,NOOSA,MT
256000194,Sailing Vessel,Sailing Vessel,HORATIO,MT
255996000,Other,Special Vessel,COSTA MAGNA,PT
255985000,,,,
255970000,Cargo,General Cargo,SIDER UNICORN,PT
255933000,Tanker,Oil or Chemical Tanker,IVER ACCORD,PT
255915670,,,,
255915615,Cargo,General Cargo,WIEBKE,PT
255915610,,,,
255915596,Cargo,Container Ship,RS LISA,PT
255915582,Cargo,General Cargo,BALTIC WIND,PT
255915560,,,,
255915553,Pleasure Craft,Pleasure Craft,SEA BREEZE ONE,PT
255915549,Pleasure Craft,Pleasure Craft,JUST4,PT
255913584,Pleasure Craft,Pleasure Craft,ANIMA,PT
255913577,Sailing Vessel,Sailing Vessel,SOLANO,PT
255913573,Pleasure Craft,Yacht,SEA SHELL,PT
255913568,Pleasure Craft,Pleasure Craft,CHAPAQUA TOO,PT
255913545,Sailing Vessel,Sailing Vessel,GEIST,PT
255913287,Pleasure Craft,Yacht,EQUITY,PT
255913275,Reserved,Special Vessel,LUISA,PT
255913266,Pleasure Craft,Pleasure Craft,KOTA,PT
255912960,Pleasure Craft,Special Vessel,DIONE STAR,PT
255902680,Pleasure Craft,"Inland, Pleasure Craft, >20 metres",LADY MALAK,PT
255900000,Tanker,Oil or Chemical Tanker,CHEM SAIPH,PT
255865000,Cargo,Cement Carrier,NACC CAPRI,PT
255806524,Cargo,General Cargo,MANISA SILVANA,PT
255806521,Cargo - Hazard A (Major),Container Ship,MSC MAXINE,PT
255806520,Cargo - Hazard A (Major),Container Ship,MSC GISELLE,PT
255806518,Cargo,General Cargo,KIMBERLY C,PT
255806503,Cargo,General Cargo,MANISA CAMILLA,PT
255806502,Cargo,Container Ship,MSC SIYA B,PT
255806500,Cargo - Hazard A (Major),Container Ship,MSC NAOMI,PT
255806499,Cargo - Hazard D (Recognizable),Container Ship,MSC SARA ELENA,PT
255806498,Cargo - Hazard A (Major),Container Ship,MSC JULIE,PT
255806497,Cargo - Hazard A (Major),Container Ship,MSC MELINE,PT
255806496,Cargo - Hazard A (Major),Container Ship,MSC ANZU,PT
255806494,Cargo - Hazard B,Container Ship,MSC ELODIE,PT
255806492,Cargo - Hazard A (Major),Container Ship,MSC CATERINA,PT
255806491,Cargo - Hazard D (Recognizable),Container Ship,MSC BRUNELLA,PT
255806490,Cargo - Hazard A (Major),Container Ship,MSC LETIZIA,PT
255806489,Cargo,Container Ship,MSC LILY,PT
255806480,Cargo,General Cargo,KIKKI C,PT
255806464,Cargo,Container Ship,AMINA,PT
255806445,Passenger,Passenger Ship,VASCO DA GAMA,PT
255806443,Cargo,General Cargo,REIDERDIJK,PT
255806442,,,,
255806435,Cargo,Bulk Carrier,ECO TIDE,PT
255806430,Cargo,Container Ship,MSC BRITTANY,PT
255806403,Passenger,Accommodation Ship,DIAMOND XI,PT
255806399,,,,
255806384,Tanker,Oil or Chemical Tanker,GTM DENMARK,PT
255806380,Cargo,Bulk Carrier,MAVERICK,PT
255806377,Cargo - Hazard A (Major),Container Ship,MSC TORONTO,PT
255806376,Cargo - Hazard A (Major),Container Ship,MSC BEIJING,PT
255806369,Cargo,General Cargo,UAL FORTITUDE,PT
255806364,Cargo,General Cargo,BRAVEWIND,PT
255806359,Cargo - Hazard C (Minor),General Cargo,UHL FLAIR,PT
255806347,Cargo - Hazard A (Major),Container Ship,PENGALIA,PT
255806342,Cargo,General Cargo,UHL FAITH,PT
255806314,Cargo,General Cargo,KELLY C,PT
255806313,Cargo - Hazard A (Major),Container Ship,KILIA,PT
255806288,Cargo,General Cargo,BBC WASHINGTON,PT
255806287,Cargo,Self Discharging Bulk Carrier,SIDER BUFFALO,PT
255806286,Cargo,General Cargo,SIDER IBIZA,PT
255806279,,,,
255806271,Cargo,Container Ship,WILHELMINE,PT
255806263,Tanker,Oil or Chemical Tanker,CB BALTIC,PT
255806259,Cargo - Hazard B,Container Ship,SUNAID X,PT
255806256,Cargo,Container Ship,VALDIVIA,PT
255806248,Cargo,General Cargo,MANISA GRETA,PT
255806207,Passenger,Passenger Ship,WORLD NAVIGATOR,PT
255806179,Cargo - Hazard A (Major),Container Ship,CMA CGM VENTANIA,PT
255806169,Cargo - Hazard A (Major),Container Ship,NORTHERN JAVELIN,PT
255806158,Cargo,General Cargo,SIDER RODI,PT
255806144,Other,Tug,FORT,PT
255806138,Tanker,Crude Oil Tanker,NORDLOTUS,PT
255806130,,,,
255806128,Cargo,General Cargo,KRISTIN C,PT
255806113,Cargo - Hazard A (Major),Container Ship,CMA CGM GOYA,PT
255806105,Cargo - Hazard A (Major),Container Ship,MSC JUSTICE VIII,PT
255806093,Cargo - Hazard A (Major),Container Ship,AS CYPRIA,PT
255806092,Cargo - Hazard C (Minor),Container Ship,AS CARELIA,PT
255806078,,,,
255806067,,,,
255806063,Cargo,Container Ship,MSC MANON,PT
255806061,Cargo,Cement Carrier,NACC STAR,PT
255806059,Tanker,Crude Oil Tanker,NORDINDEPENDENCE,PT
255806056,Cargo - Hazard A (Major),Ro-Ro Cargo,JOLLY BLUE,PT
255806041,Cargo,General Cargo,BREB CUXHAVEN,PT
255806038,Cargo,Container Ship,NORTHERN JUBILEE,PT
255806032,Cargo,Container Ship,MSC YASHI B,PT
255806029,Cargo,Container Ship,MSC NITYA B,PT
255806028,Pleasure Craft,Container Ship,MSC SHREYA B,PT
255806026,Cargo - Hazard A (Major),General Cargo,SIDER VULCANO,PT
255806024,Tanker,Crude Oil Tanker,MONTE URQUIOLA,PT
255806005,Cargo - Hazard B,Container Ship,MSC INDIA,PT
255805996,Cargo - Hazard A (Major),Container Ship,K OCEAN,PT
255805979,Cargo,General Cargo,INDUSTRIAL SONG,PT
255805969,Cargo,Container Ship,MSC NINA F,PT
255805967,Cargo,Container Ship,MSC LENA F,PT
255805938,Cargo,General Cargo,LYRA,PT
255805930,Cargo - Hazard A (Major),Container Ship,MSC CLEA,PT
255805929,Cargo,Container Ship,MSC MICHELA,PT
255805908,Cargo,Vehicles Carrier,AUTO ENERGY,PT
255805907,Cargo,Vehicles Carrier,AUTO ECO,PT
255805891,Cargo - Hazard D (Recognizable),Container Ship,MSC BRANKA,PT
255805889,,,,
255805884,Cargo - Hazard A (Major),Container Ship,NAVI BALTIC,PT
255805875,Cargo,General Cargo,KLARA,PT
255805869,Cargo - Hazard D (Recognizable),Container Ship,MSC GIULIA,PT
255805860,Cargo,Bulk Carrier,RUBINA,PT
255805859,Cargo - Hazard A (Major),Container Ship,MSC ANTONELLA,PT
255805854,Cargo - Hazard A (Major),Container Ship,MSC JEONGMIN,PT
255805844,Cargo - Hazard A (Major),Container Ship,TROUPER,PT
255805835,Tanker,LPG Tanker,GASCHEM SHINANO,PT
255805834,Cargo,Ro-Ro or Container Carrier,CAROLINE RUSS,PT
255805829,Cargo,General Cargo,EVITA,PT
255805785,,,,
255805781,Cargo,Container Ship,AMALTHEA,PT
255805777,Cargo - Hazard A (Major),Container Ship,MSC JENNY II,PT
255805666,Cargo,Container Ship,JOLLY ARGENTO,PT
255805611,Cargo - Hazard A (Major),Container Ship,MACAO,PT
255805606,Cargo,Ro-Ro or Container Carrier,ELISABETH RUSS,PT
255805604,,,ELISABETH RUSS,
255805586,Tanker,Oil or Chemical Tanker,CHEM STAR 1,PT
255805570,,,,
255805568,Cargo,General Cargo,NOORDVLIET,PT
255805370,Tanker - Hazard B,Chemical Tanker,AMALIE ESSBERGER,PT
255805340,Tanker - Hazard B,Chemical Tanker,ELLEN ESSBERGER,PT
255805250,Tanker - Hazard B,Oil or Chemical Tanker,LIESEL ESSBERGER,PT
255804970,Cargo,General Cargo,CPC CAROLINA,PT
255804490,Cargo,General Cargo,SVEN,PT
255804480,Cargo,General Cargo,MORAIME,PT
255803780,Cargo - Hazard A (Major),Container Ship,MSC DARIEN,PT
255803770,Cargo,Container Ship,MSC FAIRFIELD,PT
255803760,Cargo - Hazard A (Major),Container Ship,MSC GREENWICH,PT
255803670,Cargo - Hazard A (Major),Container Ship,MSC NEW HAVEN,PT
255803660,,,,
255803650,Cargo,Bulk Carrier,AURELIA,PT
255803640,Cargo - Hazard B,Container Ship,ARIES J,PT
255803590,Cargo,Container Ship,MSC LEANDRA V,PT
255803370,Cargo,General Cargo,CORNION,PT
255803360,Cargo,General Cargo,CUERA,PT
255803280,Cargo,General Cargo,ABB VANESSA,PT
255803260,Cargo,Container Ship,MSC AGAMEMNON,PT
255802770,Cargo,General Cargo,SIDER LONDON,PT
255802760,Cargo,Container Ship,FAITH,PT
255802670,Tanker,LPG Tanker,GASCHEM RHONE,PT
255802490,Cargo,General Cargo,BREB TIMBER,PT
255801940,Cargo,Container Ship,CONESTE,PT
255801780,Cargo - Hazard A (Major),Container Ship,DINA TRADER,PT
255801370,Cargo,Cement Carrier,NACC POROS,PT
255801280,Tanker - Hazard C (Minor),Oil or Chemical Tanker,ROLAND ESSBERGER,PT
255801270,Tanker,Oil or Chemical Tanker,CORAL ESSBERGER,PT
255801260,Tanker,Oil or Chemical Tanker,CUNO ESSBERGER,PT
255797000,Cargo,Container Ship,MSC VERACRUZ,PT
255792000,Cargo - Hazard A (Major),Container Ship,MSC MANZANILLO,PT
255790000,Cargo,Container Ship,MSC TAMPICO,PT
255732000,Cargo,Offshore Supply Ship,OCEAN SENTINEL,PT
255719000,Cargo - Hazard A (Major),Container Ship,JOST,PT
254989000,Pleasure Craft,Pleasure Craft,VINTAG,MC
254980000,Pleasure Craft,Pleasure Craft,BLOOMS,MC
254965000,Pleasure Craft,Pleasure Craft,FLASHBACK,MC
254953000,Sailing Vessel,Sailing Vessel,KAIROS,MC
254947000,Sailing Vessel,Yacht,PRINCIPESSA VAIVIA,MC
254939000,Pleasure Craft,Pleasure Craft,VALERIA,MC
254900000,Pleasure Craft,Pleasure Craft,BELLE POOL,MC
254878000,Pleasure Craft,Pleasure Craft,NELLIE JO,MC
254871000,Pleasure Craft,Pleasure Craft,BEAR HUG,MC
254852000,Sailing Vessel,Sailing Vessel,SBALLATA,MC
254847000,Pleasure Craft,Pleasure Craft,PARATI,MC
254842000,Pleasure Craft,Pleasure Craft,SIRAN II,MC
254804000,Sailing Vessel,Sailing Vessel,PEPZI,MC
